Filename, Line, Original, Translated, Modification score
R3\guide_13_conversation_A.txt,3,Flagstaff is a central hub for Northern Arizona and many of our visitors stay here and do day trips outside of the Flagstaff area. For the city itself there is the Route 66 history Lowell Observatory (where they discovered Pluto) the museums and national monuments as well as our year-round festivals.,flagstaff is a hub for northern arizona. many of our visitors stay here and do day trips outside flagstaff. for the city itself we have the route 66 history lowell observatory (where they discovered pluto) the museums and national monuments as well as our year-round festivals.,31
R3\guide_18_conversation_A.txt,2,Yes there are a couple of options. Karma Sushi is on Route 66 across from the Visitor Center and the Lotus Lounge is just north on San Francisco St.,yes i have options for you. karma sushi is on route 66 across the visitor center. the lotus lounge is just north on san francisco st.,31
R3\guide_I23_conversation_E.txt,4,Also there is a musical performance starting at 6 pm at the Museum of Northern Arizona this evening.,also we'll have live music starting at 6 pm at the museum of northern arizona later this evening.,31
R3\guide_I35_conversation_E.txt,3,At many of them they do. Some that also come to mind are Hopi Point and around the east side of Yavapai Geology Museum (you should go inside for an amazing window view too.),at many of them yes. some that also come to my mind are hopi point and the east of yavapai geology museum (you should go inside to get an window view too.),31
R2\guide_2_conversation_A.txt,5,There are other thrift stores in driving distance as well.,we have other thrift stores but you may need to drive.,30
R3\guide_12_conversation_A.txt,2,They have free parking there and brand-new play structures.,you'll have free parking there the playground is brand-new.,30
R3\guide_17_conversation_J.txt,3,No it is national Forest and there are some State Parks if you have the National Park Pass it will cover parking in the National Forest areas.,no it's national forest and we have some state parks there. national park pass will cover parking in the national forest.,30
R3\guide_18_conversation_E.txt,3,They do it by height/weight but do not give specifics on the website. I would call (928) 779-1951.,i know that they consider the height/weight but do not give you specifics on the website. i'd call (928) 779-1951.,30
R3\guide_19_conversation_J.txt,3,other than Sushi there is Sakura Or for Sushi there are many such as Karma Teppan Fuji and Hiros,other than sushi we have sakura or we have many sushi places such as karma teppan fuji and hiros,30
R3\guide_22_conversation_E.txt,2,For food or tourist-type attractions?,are you looking for food or tourist type of things to do?,30
R3\guide_3_conversation_E.txt,6,That is a quicker pace suggestion; some people like to take more time.,i'm giving you a quicker pace tip; you may like to take more time.,30
R3\guide_I39_conversation_A.txt,2,You can still go to the Grand Canyon. I would recommend going to Mather Point to see how you do first. It is completely fenced in and safe so you can see how comfortable you are at that viewpoint.,you can still visit the grand canyon. i'd visit mather point to see how you do first. it's completely fenced in and safe so you can see how comfortable you're at that viewpoint.,30
R3\guide_1_conversation_E.txt,4,$8 for under 17 and admission includes the music.,i guess if you are under 17 you pay $8 and it includes the music.,29
R3\guide_22_conversation_A.txt,3,This time of year you shouldn't have any trouble finding RV parking. Parking is free but it is a national monument so they have a park entrance fee. Do you have a national parks pass?,this season you shouldn't have any trouble finding rv parking. parking is free but that one is a national monument so you have to pay the entrance fee. do you have a national parks pass?,29
R3\guide_I40_conversation_A.txt,6,Oh another good option to look at would be the Green Room.,oh an alternative you should check is the green room.,29
R2\guide_15_conversation_J.txt,3,Yes it is interesting and fun to work in this part of the city.,yes i think it's interesting and fun to work here.,28
R2\guide_15_conversation_J.txt,5,You can leave your car parked on the east side of the Visitor Center for $1 per hour. the west lot is only 15 minutes.,you can park on the east side of the visitor center  you'll pay $1/hour. the west lot is only 15 minutes.,28
R2\guide_23_conversation_J.txt,3,The others are located on the east side of town. there is a goodwill and Saveers located about 5 miles down Route 66 by the Flagstaff Mall,the others are on the east of town. we have a goodwill and saveers about 5 miles down route 66 by the flagstaff mall,28
R3\guide_1_conversation_J.txt,1,I'm not sure if it is true or not but there is a rumor that there were scenes shot in the Hotel Monte Vista Lobby.,i'm not sure whether this is true but i heard a rumor that there were scenes shot in the hotel monte vista lobby once.,28
R3\guide_11_conversation_J.txt,2,yes it was a huge village around 900 years ago. Wupatki means big house and was over 100 rooms.,certainly it was a village 900 years ago. wupatki means big house and it was once over 100 rooms.,28
R3\guide_14_conversation_E.txt,6,There are a few rim trails around the monument. I would ask for the Area Monuments newspaper behind the desk at the Visitor's Center for more specifics.,there are a few rim trails around the monument. i'd get the area monuments newspaper inside the visitor center for more specifics.,28
R3\guide_14_conversation_E.txt,7,I cannot confirm that information on their website but typically most Monuments have a few RV parking spaces.,i cannot confirm that on the website but typically most monuments have a few rv parking spaces you could use.,28
R3\guide_16_conversation_A.txt,2,If you want to go a little further out you can go up to Lowell Observatory. It's a 5 minute drive up the hill and they do tours during the day.,to go a little further out you can visit the lowell observatory. it's a 5 minute drive up the hill and you could do tours during the day.,28
R3\guide_3_conversation_E.txt,1,Hello. Do you have 3 full days in Flagstaff or will that also involve side trips to perhaps Sedona Grand Canyon etc.,hello. do you have 3 days here or will you also include trips to perhaps sedona grand canyon etc.,28
R3\guide_9_conversation_A.txt,3,The Old Town Shops is a small indoor shopping mall just two blocks away from the Visitor Center and they have good public restrooms.,the old town shops is a small indoor shopping mall just two blocks away from the visitor center they have restrooms that i think are good..,28
R3\guide_1_conversation_A.txt,5,Aspen Deli is a family-run business and their sandwiches are delicious.,aspen deli is a family-run restaurant and you'll find the sandwiches delicious.,27
R3\guide_14_conversation_A.txt,2,It's a lot of fun. 14 is old enough for the adult course though they do have a height restriction. Let me check that.,i think it's fun. 14 is old enough for the adult course though there's a height restriction. let me check that for you.,27
R3\guide_3_conversation_E.txt,2,Museum of Northern Arizona Lowell Observatory and the 3 Area National Monuments are good to do around Flagstaff. We also have 50 miles of hiking trails if you want to be outside more.,i believe museum of northern arizona lowell observatory and the 3 national monuments are good to do around flagstaff. we also have 50 miles of hiking trails to be outside more.,27
R3\guide_10_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_11_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_13_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_18_conversation_J.txt,2,no it is about the same as here unless you hike into the Canyon,no it's roughly the same as we have here except when you hike into the canyon,26
R3\guide_2_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_20_conversation_J.txt,1,there is lake Mary Ashurst Lake and Oak Creek that are good they are all stocked with trout so make sure you have a trout stamp on your license,we have lake mary ashurst lake and oak creek that i think are really good. those are all stocked with trout so make sure you have a trout stamp on your license,26
R3\guide_21_conversation_J.txt,2,grand canyon and climate relief from the Phoenix area \,i guess it's the grand canyon and climate relief from phoenix \,26
R3\guide_22_conversation_A.txt,2,There is limited parking but they do have a parking lot that can accommodate RVs.,we have limited parking but there's a parking lot that allows you accommodate rvs.,26
R3\guide_22_conversation_J.txt,1,Not too much. we have Lake Mary but you either need you own boat or be able to transport a kayak or canoe to the lake yourself if you rent one.,unfortunately not too much. we have lake mary but you either need you own boat or to transport a kayak or canoe to the lake yourself when you rent one.,26
R3\guide_24_conversation_A.txt,4,They should and when you contact them you can ask if they go to the watchtower. Two I'd recommend are Grand Canyon Adventures and All-Star Grand Canyon Tours.,they should when you contact them you can ask whether they include the watchtower. two i'd suggest are grand canyon adventures and all-star grand canyon tours.,26
R3\guide_3_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_8_conversation_J.txt,2,The only tent only campgrounds in Northern Arizona is Manzinita Campground in Oak Creek Canyon between here and Sedona but there are some great National Forest campgrounds up here as well that would allow RVs just no hookups,well the only tent only campgrounds in northern arizona is manzinita campground in oak creek canyon between here and sedona but we have some national forest campgrounds up here as well that would allow rvs just don't allow hookups,26
R3\guide_9_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_I23_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_I24_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_I25_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_I26_conversation_J.txt,1,Hello..,hello. how can i help you today?,26
R3\guide_I29_conversation_A.txt,4,Yes all of those options are downtown. I can give you other options outside of downtown if you want?,yes those are downtown. i can give you alternatives outside downtown if you want?,26
R3\guide_I31_conversation_E.txt,2,There is a weekly happenings calendar inside the Visitor's Center on the counter. There's also a website <<link>>,we have a weekly happenings calendar inside the visitor center on the counter. you can visit <<link>>,26
R3\guide_I41_conversation_J.txt,1,Arizona Shuttle and Greyhound are the only two options,i guess the arizona shuttle and greyhound are the only two choices you have,26
R3\guide_19_conversation_A.txt,3,You don't need to book anything in advance and I would plan for 2 hours at the museum.,you don't need to book anything beforehand. i'd plan for 2 hours there.,25
R3\guide_6_conversation_J.txt,2,Yeah it is you just can't have anything outside of the car if it makes you nervous you can take a bus ride trough instead.,yeah you just can't have anything outside car if it makes you nervous you can take a bus instead.,25
R3\guide_I33_conversation_E.txt,5,There is the Garden Thrift store on the other side of the railroad tracks on Beaver Street.,we have the garden thrift store across the railroad tracks on beaver street.,25
R3\guide_I38_conversation_A.txt,3,There are two options for ice cream downtown - The Flagstaff Chocolate Company does traditional scoop ice cream and the Sweet Shop Nut House has gelato.,we have two places you can get ice cream downtown - the flagstaff chocolate company does traditional scoop ice cream. the sweet shop nut house has gelato.,25
R3\guide_I38_conversation_E.txt,3,You must be accompanied by a guide. You can drive up and get on a tour at Lower Antelope Canyon. It's about $50. The Upper Antelope tours usually drive people to the location on Jeeps.,a guide must accompany you. you can drive up and get on a tour at lower antelope canyon. it's about $50. the upper antelope tours usually drive you to the location on jeeps.,25
R3\guide_1_conversation_A.txt,4,Well all of them are locally owned and Proper Meats sources their products from the region. They cost a little bit more ($12 for a sandwich vs. 6 or 7) but are well worth it.,well all of them are locally owned. proper meats sources the products from the region. they cost more ($12 each sandwich vs. 6 or 7) but are well worth it.,24
R3\guide_3_conversation_J.txt,6,Kachina Trail is 5 miles each way and the Aspen Nature Loop is 2.5 miles so it would depend on how long you want to hike both have great views and nice Aspen stands to walk through.,kachina trail is 5 miles each way and the aspen nature loop is 2.5 miles and so that would depend on how long you want to hike both have views you'd enjoy and aspen stands to walk through.,24
R3\guide_I29_conversation_A.txt,2,There are a few options to choose from. Are you looking for more local restaurants chains fast food etc?,i have a few options for you . are you looking for more restaurants chains fast food etc?,24
R3\guide_I33_conversation_A.txt,3,My best recommendation is to arrive early,i'd suggest you arrive early,24
R3\guide_I37_conversation_J.txt,1,Yes but by permit only,yes but you must have a permit to do that,24
R3\guide_I41_conversation_E.txt,1,The Sweet Shoppe on Aspen Ave. in walking distance is good.,we have the sweet shoppe on aspen ave. nearby you that is good.,24
R3\guide_19_conversation_J.txt,2,it is regular museum admission $12 for adults,it's regular admission. adults pay $12,23
R3\guide_6_conversation_J.txt,3,$22 for Adults and $11 for Children,adults pay $22 and children is $11,23
R3\guide_8_conversation_E.txt,3,About 70000.,our city has about 70000 residents,23
R3\guide_I23_conversation_E.txt,5,I am not sure - it is a male and female performer probably singer-songwriter combo. The downtown area is safe to walk around. Most breweries close on the earlier side anyway (before midnight),i'm not sure - it's a male and female performer probably singer-songwriter combo. downtown is safe to walk around. i believe most breweries close on the earlier side anyway (before midnight),23
R3\guide_I26_conversation_A.txt,5,I've been down to the basement of Blendz a wine bar on Aspen Ave which still has access to its part of the tunnel but it isn't open to the general public.,i've been down to the basement of blendz a wine bar on aspen ave that accesses its part of the tunnel but it isn't open to the public.,23
R2\guide_14_conversation_J.txt,2,Remax has an office in the downtown area they are located at the on North Humphreys street just before birch ave.,remax has an office in downtown and you'll find them at the on north humphreys street just before birch ave.,22
R3\guide_3_conversation_J.txt,5,For Parks we have three National Monuments that are great places to visit Sunset Crater Walnut Canyon and Wupataki.,the parks we have are three national monuments that are places you'd like to visit sunset crater walnut canyon and wupataki.,22
R3\guide_6_conversation_A.txt,3,definitely. The Visitor Center is in the center of downtown and most everything downtown is locally owned and operated. Downtown has managed to keep much of its historic buildings intact.,definitely. the visitor center is in the center of downtown most everything we have in downtown is locally owned and operated. it has managed to keep much of its historic buildings intact.,22
R3\guide_I23_conversation_E.txt,6,It is about 2 miles from the Visitor's Center on Ft. Valley Rd. At Humphreys St. you will see signs to for the Museum of Northern Arizona,it's about 2 miles from the visitor center on ft. valley rd. at humphreys st. you will see signs of northern arizona,22
R3\guide_I34_conversation_J.txt,1,it depends which canyon where are you asking about?,it depends what canyon interests you?,22
R3\guide_I43_conversation_A.txt,4,Charly's is located downtown yes.,you'll locate charly's in downtown yes.,22
R2\guide_2_conversation_A.txt,3,It'll definitely be an interesting game! Did you have any other questions?,i think this will be interesting! did you have any other questions?,21
R2\guide_21_conversation_J.txt,2,No to park in the downtown area it costs $1 per hour. for free parking you have to park and walk to downtown from either north of Cherry Ave. or West of Sitgreives St.,no to park in downtown you'll pay $1/hour. for free parking you have to park and walk to downtown from either north of cherry ave. or west of sitgreives st.,21
R3\guide_I28_conversation_A.txt,4,I would recommend wearing warm clothing because you will be outside for the nighttime viewing.,i'd suggest wearing warm clothing. you will be outside for the nighttime viewing.,21
R3\guide_I34_conversation_A.txt,2,I recommend planning at least 1-2 hours at each location.,you should plan at least 1-2 hours at each place.,21
R3\guide_I40_conversation_A.txt,2,What kind of music do you like?,what music do you like to listen to?,21
R2\guide_15_conversation_J.txt,2,The Museum of Northern Arizona is 3 miles north of downtown it is definitely worth it. they have great exhibits on the native cultures of our region as well as the geology and paleontology of our region.,the museum of northern arizona is 3 miles north of downtown and i think it's worth it. there are exhibits on the native cultures of our region as well as the geology and paleontology of our region.,20
R2\guide_22_conversation_J.txt,1,Hello there are a couple placed downtown The Flagstaff Chocolate Company in the old town shops or The Nut House on Aspen Ave.,hello i'll give you a couple that are in downtown the flagstaff chocolate company in the old town shops or the nut house on aspen ave.,20
R3\guide_11_conversation_E.txt,3,The Anasazi are reported to have lived there in the 1100 time period. They are not a tribe still in existence.,i heard that the anasazi are reported to have lived there in the 1100 time period. they aren't a tribe still existent.,20
R3\guide_14_conversation_J.txt,2,Lumberyard Brewery Altitudes Bar and Grill Toasted Owl big Foot BBQ Your Pie and The Place are good for kids.,i believe lumberyard altitudes bar and grill toasted owl big foot bbq your pie and the place are very good for kids.,20
R3\guide_19_conversation_J.txt,1,the Navajo Festival is this weekend at the Museum of Northern Arizona,you should visit the navajo festival it is this weekend at the museum of northern arizona,20
R3\guide_I25_conversation_E.txt,5,Yes. There are self-guided walking tours inside the visitor's center that gives history of buildings and a public art map as well.,yes. we have self-guided walking tours inside the visitor center that gives you history of buildings and we have a public art map as well.,20
R3\guide_I28_conversation_J.txt,1,The downtown area has great nightlife with live music pool and other bar games.,downtown does offer you nightlife with live music pool and other games.,20
R3\guide_I33_conversation_A.txt,4,The Grand Canyon is roughly the same elevation as we are here and so it should be about the same temperature as Flagstaff.,i believe the grand canyon is roughly the same elevation as we are here so it should be the same temperature as flagstaff.,20
R3\guide_I33_conversation_E.txt,3,Tell me a little about your food preferences? Fancy burgers? Mexican? Thai?,alright tell me a little about your preferences? burger? mexican? thai?,20
R3\guide_I34_conversation_E.txt,2,Indian Tacos are a regional specialty but the best of those are closer to Cameron near the Grand Canyon.,indian tacos are a regional specialty but i believe that the best ones are closer to cameron near the grand canyon.,20
R3\guide_I40_conversation_A.txt,3,The Hotel Monte Vista is good for alternative/rock music and the Museum Club is better for country and two stepping.,i believe the hotel monte vista has good alternative/rock music. the museum club is better for country and two stepping.,20
R3\guide_I43_conversation_A.txt,1,Hello. What style of food do you like?,hello. what food would you like to have?,20
R3\guide_21_conversation_A.txt,1,Hello. Some good options in Sedona are Grasshopper Point Chapel of the Holy Cross has a beautiful view and the trails near Courthouse Butte and Castle Rock.,hello. some options in sedona are grasshopper point chapel of the holy cross has a view you'd enjoy and the trails near courthouse butte and castle rock.,19
R3\guide_3_conversation_E.txt,3,I would also go to the Grand Canyon and make a trip to Sedona while you are in the area.,i'd also visit the grand canyon and make a trip to sedona while you're here.,19
R3\guide_6_conversation_J.txt,4,you are welcome have a great day,you're welcome i hope you enjoy your day,19
R3\guide_I28_conversation_J.txt,3,The Visitor Center should have some,the visitor center should have some we would offer you,19
R3\guide_I31_conversation_J.txt,1,Is there any type of food you like or dislike?,what food do you like or dislike?,19
R3\guide_I32_conversation_J.txt,1,There are public restrooms in City Hall or Old Town Shops,there are restrooms you can use in city hall or old town shops,19
R3\guide_20_conversation_J.txt,2,Lake Mary is about 10 miles Ashursh is about 20 miles and Oak creak begins about 20 miles from here,lake mary is 10 miles ashursh is 20 miles and oak creak begins 20 miles from here,18
R3\guide_21_conversation_J.txt,1,Flagstaff receives around 4 million visitors annually,i've heard flagstaff receives 4 million visitors annually,18
R3\guide_5_conversation_A.txt,5,They both have small vans around 10 passengers maximum I believe.,both have vans 10 passengers maximum i believe.,18
R3\guide_5_conversation_E.txt,3,Tell me a little about your interests. Do you like hiking & outdoor activities?,alright tell me a little about your interests. do you like hiking & outdoor fun?,18
R3\guide_9_conversation_A.txt,2,The Visitor Center has 30 minute free parking on the West lot and it is monitored. You can park on the East side of the building for $1/hour and there is a kiosk to pay for your parking on the sidewalk close to the building and lot.,the visitor center has 30 minute free parking on the west lot it's monitored. you can park on the east side of the building  you'll pay $1/hour and there's a kiosk to pay for your parking on the sidewalk close to the building and lot.,18
R3\guide_I27_conversation_E.txt,4,It's about $100 <<link>> The Flagstaff Extreme is $52. A pamphlet is inside the visitor's center.,it's about $100 <<link>> the flagstaff extreme is $52. i would grab a pamphlet inside the visitor center.,18
R3\guide_I27_conversation_J.txt,2,Brightside Bookstore is about one block north of the Visitor Center on San Francisco St and Starlight books is about the same distance on Leroux St.,let me see. brightside bookstore is about one block north of the visitor center on san francisco st and starlight books is roughly the same distance on leroux st.,18
R3\guide_I30_conversation_J.txt,2,That would really be an opinion everyone has their favorite. I would say the most iconic view is Mather point or the views from the historic village.,that would really be my opinion everyone has a favorite. i'd say the most iconic view is mather point or those from the historic village.,18
R3\guide_I31_conversation_E.txt,4,You might like the Museum Club on Rte. 66 that has more of a line dancing feel to it. The State Bar across the street has live music and dancing on most extended weekend nights.,you might like the museum club on rte. 66 that has more of a line dancing feel to it. you should try the state bar across the street it has live music and dancing on most extended weekend nights.,18
R3\guide_I34_conversation_E.txt,1,Diablo Burger is popular on Heritage Square. Criollo Latin Kitchen on San Francisco and Martanne's on Rte. 66 for breakfast.,diablo burger is popular on heritage square. i'd suggest criollo latin kitchen on san francisco and martanne's on rte. 66 to have breakfast.,18
R3\guide_I36_conversation_E.txt,2,The restrooms in the visitor center are currently under renovation. Most restaurants (like Lumberyard across the tracks) are accommodating and will let you use their restroom.,unfortunately our restrooms in the visitor center are currently under renovation. most restaurants (like lumberyard across the tracks) are accommodating and will let you use that restroom.,18
R3\guide_I44_conversation_A.txt,3,Yes it costs around $35 each way on the shuttle. You might get a better price with a taxi.,yes you'll pay around $35 each way on the shuttle. i think you might get a better price with a taxi.,18
R2\guide_12_conversation_J.txt,1,The Grand Canyon is what brings most of the visitors to Flagstaff.,i believe the grand canyon is what brings most visitors to flagstaff.,17
R2\guide_17_conversation_J.txt,2,It was named Flagstaff because when the explorers were surveying the area they reached this area on the centennial of the signing of the Declaration of Independence and stripped a pine tree of its branches to raise up their American Flag. it was known from then on as Flagstaff.,it was named flagstaff because when the explorers were surveying the area they reached this area on the centennial of the declaration of independence and stripped a pine tree of its branches to raise up the american flag. it was known from then on as flagstaff.,17
R3\guide_16_conversation_A.txt,3,It's about 30-45 minutes but you can always leave or wander around on your own if you prefer.,it's 30-45 minutes. you can leave or wander around on your own if you prefer.,17
R3\guide_17_conversation_J.txt,4,oak Creek Canyon Cathedral Rock Bell Rock and Chimney Rock are some of the most iconic areas.,oak creek canyon cathedral rock bell rock and chimney rock are the ones i find the most iconic.,17
R3\guide_7_conversation_E.txt,9,You would leave the Parks pass on your dashboard so not to get a ticket at Horseshoe Bend.,you'd leave the parks pass on your dashboard so you won't need to get a ticket at horseshoe bend.,17
R3\guide_8_conversation_A.txt,3,The guide gives highlights and the main attractions for the area.,the guide gives you highlights and the main attractions.,17
R3\guide_9_conversation_E.txt,3,Sugar Mama's is very popular - 2612 N Steves Blvd Flagstaff AZ 86004,i guess sugar mama's is very popular - it is on 2612 n steves blvd flagstaff az 86004,17
R3\guide_I27_conversation_E.txt,3,Flagstaff Extreme at the Ft. Tuthill Park has a good adventure course. You could do a half day river trip from Page AZ relatively easily.,i know that flagstaff extreme at the ft. tuthill park has an adventure course. you could do a half day river trip from page az relatively easily.,17
R3\guide_I32_conversation_A.txt,2,The one I know off the top of my head is Chief Tsosie's tours.,the one i know offhand is chief tsosie's tours.,17
R2\guide_16_conversation_J.txt,4,Flagstaff has about 70000 residents. What type of food would you like?,flagstaff has about 70000 residents. what food would you like to have?,16
R3\guide_14_conversation_E.txt,5,Walnut Canyon is the next exit outside of town on 40 East. Maybe 15 minutes. Sunset Crater is 19 miles outside of town on 89 N.,walnut canyon is the next exit out of town on 40 east. i think maybe 15 minutes. sunset crater is 19 miles out of town on 89 n.,16
R3\guide_5_conversation_J.txt,2,Here is a link to the Parking map: <<link>>,here is a link where you can get the parking map: <<link>>,16
R3\guide_7_conversation_E.txt,6,It's free if you have a National Parks Pass. There are signs from the road and it's a 0.75 mile hike to it.,it's free when you have a national parks pass. you see the signs from the road. it's a 0.75 mile hike to it.,16
R2\guide_1_conversation_A.txt,2,We have 85 locally-owned and operated restaurants in the downtown area. Is this for breakfast or lunch? To give you an idea we have diners southwest Mexican Italian pizza cafes vegetarian and so on.,we have 85 locally-owned and operated restaurants in downtown. is this to have breakfast or lunch? to give you an idea we have diners southwest mexican italian pizza cafes vegetarian and so on.,15
R3\guide_10_conversation_J.txt,2,What are your interests? Are there any items that you know you want to see?,what are your interests? what items do you know you want to see?,15
R3\guide_17_conversation_E.txt,3,Pioneers raised a flag on a ponderosa pine staff on Independence Day.,pioneers raised a flag on a ponderosa pine staff to celebrate the independence day.,15
R3\guide_2_conversation_E.txt,4,It is a privately run shuttle service. Call (800) 888-2749 to make reservations.,it's a privately run shuttle service. i would call (800) 888-2749 to make your reservations.,15
R3\guide_8_conversation_J.txt,3,Bonito Campground near Sunset Crater is nice and so is Canyon Vista Campground on lake Mary Rd.,i think bonito campground near sunset crater is really nice and so is canyon vista campground on lake mary rd.,15
R3\guide_I26_conversation_A.txt,9,ok have a good day!,ok i hope you enjoy your day!,15
R3\guide_I31_conversation_A.txt,4,We also have three national monuments in the area. Walnut Canyon is 15 minutes east on 40 Sunset Crater volcano is 30 minutes north on 89 and the Wupatki pueblo ruins are just another 15-20 minutes after the volcano.,we also have three national monuments . walnut canyon is 15 minutes east on 40 sunset crater volcano is 30 minutes north on 89. the wupatki pueblo ruins are just another 15-20 minutes after the volcano.,15
R3\guide_I32_conversation_A.txt,4,You're welcome have a good day!,you're welcome i hope you enjoy your day!,15
R3\guide_11_conversation_E.txt,2,They are not allowed on the trails. Most of the trails are short (0.25 miles or so) to the Native American dwellings. If there are two people you could take turns.,they aren't allowed on the trails. most trails are short (0.25 miles or so) to the native american dwellings. if you are two people you could take turns.,14
R3\guide_16_conversation_J.txt,3,you can visit historic downtown Arizona Snowbowl Museum of Northern Arizona or one of the three national monuments nearby.,you can visit historic downtown arizona snowbowl museum of northern arizona or you can visit a national monuments nearby.,14
R3\guide_20_conversation_A.txt,3,How long a hike would you be interested in?,how long a hike would you enjoy?,14
R3\guide_I26_conversation_A.txt,6,It may be worth stopping in to ask though!,you may want to stop in to ask though!,14
R3\guide_I26_conversation_J.txt,3,No they are right downtown. inside the Visitor Center they have a downtown dining map that will show the locations.,no those are right downtown. inside the visitor center we have a downtown dining map that shows you the locations.,14
R3\guide_I40_conversation_J.txt,1,its tough to see walnut canyon without hiking.,i guess it's very tough to see walnut canyon without hiking.,14
R3\guide_I42_conversation_J.txt,2,They can fill up especially on weekends but usually you can find a room same day.,i think they can fill up especially on weekends but usually you can arrange a room same day.,14
R3\guide_1_conversation_E.txt,3,.$12,admission is $12,13
R3\guide_14_conversation_J.txt,1,yeah Thorpe Park is close by and have a great playground,yeah thorpe park is close and it has a playground,13
R3\guide_I25_conversation_J.txt,2,For Sandwiches I would recommend Aspen Deli Mix on the Square The Eat And Run or Cafe Daily Fare,for sandwiches i'd suggest aspen deli mix on the square the eat and run or cafe daily fare,13
R3\guide_I26_conversation_E.txt,1,Grand Canyon Adventures has one. <<link>>,i heard that grand canyon adventures has one. <<link>>,13
R3\guide_I44_conversation_A.txt,1,Hello. The train to the Grand Canyon leaves from Williams 30 minutes west of Flagstaff on I-40. The train here in Flagstaff goes east-west along Route 66 and goes Chicago to Los Angeles.,hello. the train to the grand canyon leaves from williams 30 minutes west of flagstaff on i-40. the train here goes east-west along route 66 and goes chicago to los angeles.,13
R3\guide_10_conversation_A.txt,3, There is also the Red Curray Vegan restaurant on N San Francisco St.,we also have the red curray vegan restaurant on n san francisco st.,12
R3\guide_10_conversation_A.txt,2,Yes there are! Macy's European Coffee House is a vegetarian restaurant and cafe on S Beaver St and most restaurants have vegetarian options as well.,yes there are! macy's european coffee house is a vegetarian restaurant and cafe on s beaver st most restaurants offer you vegetarian options as well.,12
R3\guide_11_conversation_A.txt,4,Okay. Do you have a National Parks pass? (This will help with my recommendation),okay. do you have a national parks pass? (this will help with my advice),12
R3\guide_14_conversation_E.txt,3,Lowell Observatory is very popular as are the three national monuments in the area (Walnut Canyon Sunset Crater and Wupatki).,lowell observatory is very popular as are the three national monuments (walnut canyon sunset crater and wupatki).,12
R3\guide_20_conversation_A.txt,1,Hello. It depends on what you're interested in: history museums outdoors shopping local monuments?,hello. it depends on what interests you: history museums outdoors shopping local monuments?,12
R3\guide_3_conversation_J.txt,4,There are some great hikes up on the San Francisco Peaks such as The Aspen Nature Loop and The Kachina Trail.,we have some hikes up on the san francisco peaks such as the aspen nature loop and the kachina trail.,12
R3\guide_I24_conversation_J.txt,3,you are welcome and yeah I would like to see them Too!,you're welcome and certainly i'd like to see them too!,12
R3\guide_I31_conversation_A.txt,5,Yes they did! There are a few ruins there and the largest one had about 100 rooms.,yes they did! you'll see a few ruins there the largest one had about 100 rooms.,12
R3\guide_I39_conversation_E.txt,3,It is close to the campground and takes you through nice Ponderosa pine trees.,it's close to the campground and takes you through ponderosa pines.,12
R2\guide_13_conversation_J.txt,2,A couple highlights are the historic two spot train the Hotel Monte Vista The Weatherford Hotel and the Nativity of the Blessed Virgin Mary Church.,i must highlight the historic two spot train the hotel monte vista the weatherford hotel and the nativity of the blessed virgin mary church.,11
R2\guide_21_conversation_J.txt,4, For local favorite there is Lumberyard or Beaver Street breweries Casa Duarnte Fat Olives or Altitudes Bar And Grill to name a few.,our local favorites are lumberyard or beaver street breweries casa duarte fat olives or altitudes bar and grill to name a few.,11
R2\guide_23_conversation_J.txt,4,on 4th street which is about three miles down Route 66 there are a couple more Sharon's attic and Habitat for Humanity restore,on 4th street which is about three miles down route 66 i'll give you a couple more sharon's attic and habitat for humanity restore,11
R3\guide_13_conversation_A.txt,1,Hello. Flagstaff was officially founded in 1881.,hello. flagstaff was founded in 1881.,11
R3\guide_14_conversation_A.txt,6,You're welcome have fun!,you're welcome i hope you have fun!,11
R3\guide_25_conversation_A.txt,2,It is open starting at 9am.,it opens at 9am.,11
R3\guide_I30_conversation_J.txt,1,If you have never been to either I would go to Grand Canyon,if you have never been to either i'd visit the grand canyon,11
R3\guide_I32_conversation_E.txt,4,Walk up San Francisco St to Aspen Ave. It's been in many films.,you should walk up san francisco st to aspen ave. it's been in many films.,11
R3\guide_I36_conversation_A.txt,9,You're welcome! Enjoy the breweries.,you're welcome! i hope you enjoy the breweries.,11
R3\guide_I37_conversation_A.txt,2,The best place to visit for volcanoes would be Sunset Crater Volcano 30 minutes north of town on 89.,i guess the best place to visit the volcanoes would be sunset crater volcano 30 minutes north of town on 89.,11
R3\guide_19_conversation_A.txt,2,Tickets are $12,you get tickets at $12,10
R3\guide_9_conversation_J.txt,2,Flagstaff is known for discovering Pluto and training for the Apollo Missions and being the city to stay in when visiting Grand Canyon.,flagstaff is known for discovering pluto and training for the apollo missions and being the city to stay when you visit grand canyon.,10
