Target Style, Filename, Line Number, Original Sentence, Modified Sentence, Feature replaced, Feature attributed
DailyDialog,R3\guide_23_conversation_A.txt,3,If that doesn't work there are of course the bakeries in Fry's Safeway and so on but I find local bakeries to be a bit better.,otherwise you can check of course the bakeries in fry's safeway and so on. i find bakeries to be better.,  , 
DailyDialog,R3\guide_23_conversation_A.txt,4,I can't remember offhand how much I paid for a half sheet cake last time I ordered. You can give them a call. Their number is (928) 774-2243,i can't tell you offhand how much i paid for a cake when i ordered. you should call them. the number is (928) 774-2243,  , 
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you.,there is ,there's 
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you.,particular location,place
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you.,plus you,and you
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you.,a lot more,more
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you.,have the bonus of not needing,don't need
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you.,ll be able to,ll
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you.,if you rent,when you rent
DailyDialog,R3\guide_24_conversation_A.txt,4,They should and when you contact them you can ask if they go to the watchtower. Two I'd recommend are Grand Canyon Adventures and All-Star Grand Canyon Tours.,they should when you contact them you can ask whether they include the watchtower. two i'd suggest are grand canyon adventures and all-star grand canyon tours.,if they go to the watchtower,whether they include the watchtower
DailyDialog,R3\guide_24_conversation_A.txt,4,They should and when you contact them you can ask if they go to the watchtower. Two I'd recommend are Grand Canyon Adventures and All-Star Grand Canyon Tours.,they should when you contact them you can ask whether they include the watchtower. two i'd suggest are grand canyon adventures and all-star grand canyon tours.,recommend a,suggest a
DailyDialog,R3\guide_24_conversation_A.txt,2,I personally love the Desert View Watchtower's viewpoint of the Grand Canyon. It's at the east entrance to the south rim and not only is the building itself really lovely but you're able to see the Colorado River going through the canyon from that point and it's beautiful.,i love the desert view watchtower's viewpoint of the grand canyon. it's at the east entrance to the south rim. i really like the building itself. you're able to see the colorado river going through the canyon from that point. it's beautiful.,point and it,point. it
DailyDialog,R3\guide_24_conversation_A.txt,4,They should and when you contact them you can ask if they go to the watchtower. Two I'd recommend are Grand Canyon Adventures and All-Star Grand Canyon Tours.,they should when you contact them you can ask whether they include the watchtower. two i'd suggest are grand canyon adventures and all-star grand canyon tours.,and when you,when you
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you., and if there's a place you want to visit," to reach places you want to visit,"
DailyDialog,R3\guide_24_conversation_A.txt,2,I personally love the Desert View Watchtower's viewpoint of the Grand Canyon. It's at the east entrance to the south rim and not only is the building itself really lovely but you're able to see the Colorado River going through the canyon from that point and it's beautiful.,i love the desert view watchtower's viewpoint of the grand canyon. it's at the east entrance to the south rim. i really like the building itself. you're able to see the colorado river going through the canyon from that point. it's beautiful.,", and not only is the building itself really lovely, but ",. the building itself is really lovely. 
DailyDialog,R3\guide_24_conversation_A.txt,3,It really depends. A tour will obviously limit your time but you'll learn a lot more about the Grand Canyon and its history plus you have the bonus of not needing to drive yourself so you'll be able to focus more on your surroundings. If you rent a car you'll be able to set your own schedule and if there is a particular location you want to visit you won't be limited by the tour.,it really depends. a tour will obviously limit your time but you'll learn more about the grand canyon and its history and you don't need to drive yourself so you'll focus more on your surroundings. when you rent a car you'll set your own schedule to reach places you want to visit the tour would limit you.,you won't be limited by the tour,the tour would limit you
DailyDialog,R3\guide_24_conversation_A.txt,2,I personally love the Desert View Watchtower's viewpoint of the Grand Canyon. It's at the east entrance to the south rim and not only is the building itself really lovely but you're able to see the Colorado River going through the canyon from that point and it's beautiful.,i love the desert view watchtower's viewpoint of the grand canyon. it's at the east entrance to the south rim. i really like the building itself. you're able to see the colorado river going through the canyon from that point. it's beautiful.,personally ,
DailyDialog,R3\guide_24_conversation_A.txt,2,I personally love the Desert View Watchtower's viewpoint of the Grand Canyon. It's at the east entrance to the south rim and not only is the building itself really lovely but you're able to see the Colorado River going through the canyon from that point and it's beautiful.,i love the desert view watchtower's viewpoint of the grand canyon. it's at the east entrance to the south rim. i really like the building itself. you're able to see the colorado river going through the canyon from that point. it's beautiful.,the building itself is really lovely,i really like the building itself
DailyDialog,R3\guide_25_conversation_A.txt,1,Hello. Not all of Walnut Canyon is handicap accessible. The Rim Trail is however and you are able to see most of the canyon that way. The Visitor Center also has a beautiful viewpoint and benches for looking out at the canyon.,hello. not all of walnut canyon is handicap accessible. the rim trail is however. you're able to see most of the canyon that way. the visitor center also has a viewpoint you'd enjoy there are benches there from where you look out at the canyon.,you are ,you're 
DailyDialog,R3\guide_25_conversation_A.txt,2,It is open starting at 9am.,it opens at 9am.,it is ,it's 
DailyDialog,R3\guide_25_conversation_A.txt,1,Hello. Not all of Walnut Canyon is handicap accessible. The Rim Trail is however and you are able to see most of the canyon that way. The Visitor Center also has a beautiful viewpoint and benches for looking out at the canyon.,hello. not all of walnut canyon is handicap accessible. the rim trail is however. you're able to see most of the canyon that way. the visitor center also has a viewpoint you'd enjoy there are benches there from where you look out at the canyon.,beautiful viewpoint,"viewpoint you'd enjoy,"
DailyDialog,R3\guide_25_conversation_A.txt,2,It is open starting at 9am.,it opens at 9am.,it's open starting,it opens
DailyDialog,R3\guide_25_conversation_A.txt,1,Hello. Not all of Walnut Canyon is handicap accessible. The Rim Trail is however and you are able to see most of the canyon that way. The Visitor Center also has a beautiful viewpoint and benches for looking out at the canyon.,hello. not all of walnut canyon is handicap accessible. the rim trail is however. you're able to see most of the canyon that way. the visitor center also has a viewpoint you'd enjoy there are benches there from where you look out at the canyon.,", and you're",. you're
DailyDialog,R3\guide_25_conversation_A.txt,1,Hello. Not all of Walnut Canyon is handicap accessible. The Rim Trail is however and you are able to see most of the canyon that way. The Visitor Center also has a beautiful viewpoint and benches for looking out at the canyon.,hello. not all of walnut canyon is handicap accessible. the rim trail is however. you're able to see most of the canyon that way. the visitor center also has a viewpoint you'd enjoy there are benches there from where you look out at the canyon.,", and benches for looking out at the canyon",", there are benches there from where you look out at the canyon"
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,beautiful red,
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,a good alternative,an alternative
DailyDialog,R3\guide_2_conversation_A.txt,3,Not a problem. Can I help you with anything else?,not a problem. can i help you anything else?,help you with,help you
DailyDialog,R3\guide_2_conversation_A.txt,2,You may also want to try Lower Antelope Canyon. It isn't as narrow as the upper canyon and you can see if that part of the canyon would be okay with claustrophobia.,you may want to try lower antelope canyon. it isn't as narrow as the upper canyon. you can see whether that part of the canyon would be okay.,okay with claustrophobia,okay
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,for anyone with claustrophobia,
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,an alternative would be to do to,i think you could do the
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,formations,formations i find beautiful
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,without being,and it's not
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,or the sedona area,or visit sedona
DailyDialog,R3\guide_2_conversation_A.txt,4,It's a 4.5 hour drive from Flagstaff but only 2 hours from Page. Sedona is 45 minutes south of Flagstaff.,it's a 4.5 hour drive from flagstaff only 2 hours from page. sedona is 45 minutes south of flagstaff.,but only,but it's only
DailyDialog,R3\guide_2_conversation_A.txt,2,You may also want to try Lower Antelope Canyon. It isn't as narrow as the upper canyon and you can see if that part of the canyon would be okay with claustrophobia.,you may want to try lower antelope canyon. it isn't as narrow as the upper canyon. you can see whether that part of the canyon would be okay.,see if that,see whether that
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,it isn't recommended,i would not recommend
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,they both,both
DailyDialog,R3\guide_2_conversation_A.txt,2,You may also want to try Lower Antelope Canyon. It isn't as narrow as the upper canyon and you can see if that part of the canyon would be okay with claustrophobia.,you may want to try lower antelope canyon. it isn't as narrow as the upper canyon. you can see whether that part of the canyon would be okay.,", and you can",. you can
DailyDialog,R3\guide_2_conversation_A.txt,4,It's a 4.5 hour drive from Flagstaff but only 2 hours from Page. Sedona is 45 minutes south of Flagstaff.,it's a 4.5 hour drive from flagstaff only 2 hours from page. sedona is 45 minutes south of flagstaff.,but it's only,only
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,which has a similar,as it has a similar
DailyDialog,R3\guide_2_conversation_A.txt,2,You may also want to try Lower Antelope Canyon. It isn't as narrow as the upper canyon and you can see if that part of the canyon would be okay with claustrophobia.,you may want to try lower antelope canyon. it isn't as narrow as the upper canyon. you can see whether that part of the canyon would be okay.,may also,may
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,it's not so narrow,this one isn't so narrow
DailyDialog,R3\guide_2_conversation_A.txt,1,Hello. Antelope Canyon is a narrow slot canyon so it isn't recommended for anyone with claustrophobia. A good alternative would be to do to Bryce Canyon in Utah which has a similar feel without being so narrow or the Sedona area. They both have beautiful red rock formations.,hello. antelope canyon is a narrow slot canyon so i would not recommend . i think you could do the bryce canyon in utah as it has a similar feel and this one isn't so narrow or visit sedona. both have rock formations i find beautiful.,  , 
DailyDialog,R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,there is ,there's 
DailyDialog,R3\guide_2_conversation_E.txt,4,It is a privately run shuttle service. Call (800) 888-2749 to make reservations.,it's a privately run shuttle service. i would call (800) 888-2749 to make your reservations.,it is ,it's 
DailyDialog,R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,public ,
DailyDialog,R3\guide_2_conversation_E.txt,2,How can I help?,how can i help you?,help?,help you?
DailyDialog,R3\guide_2_conversation_E.txt,4,It is a privately run shuttle service. Call (800) 888-2749 to make reservations.,it's a privately run shuttle service. i would call (800) 888-2749 to make your reservations.,to make reservations,to make your reservations
DailyDialog,R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,there's not mun,well there's not mun
DailyDialog,R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,there's not municipally,we don't have municipally
DailyDialog,R3\guide_2_conversation_E.txt,4,It is a privately run shuttle service. Call (800) 888-2749 to make reservations.,it's a privately run shuttle service. i would call (800) 888-2749 to make your reservations.,. call,. i would call
DailyDialog,R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,arizona shuttle for sedona,arizona shuttle to reach sedona
DailyDialog,R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,run transportation,run transport
DailyDialog,R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,to these locations,to these places
DailyDialog,R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,", but you can use",. you can use
DailyDialog,R3\guide_2_conversation_J.txt,2,It would probably not be a good place to go for someone that is claustrophobic as the canyon walls are really narrow and you cannot leave on your own if you get uncomfortable you must stay with your guide.,that would probably not be the place to go if you are claustrophobic as the canyon walls are really narrow. you cannot leave instantly on your own if you get uncomfortable you must stay with your guide.,that is ,that's 
DailyDialog,R3\guide_2_conversation_J.txt,2,It would probably not be a good place to go for someone that is claustrophobic as the canyon walls are really narrow and you cannot leave on your own if you get uncomfortable you must stay with your guide.,that would probably not be the place to go if you are claustrophobic as the canyon walls are really narrow. you cannot leave instantly on your own if you get uncomfortable you must stay with your guide.,a good place,the place
DailyDialog,R3\guide_2_conversation_J.txt,2,It would probably not be a good place to go for someone that is claustrophobic as the canyon walls are really narrow and you cannot leave on your own if you get uncomfortable you must stay with your guide.,that would probably not be the place to go if you are claustrophobic as the canyon walls are really narrow. you cannot leave instantly on your own if you get uncomfortable you must stay with your guide.,for someone that's,if you are
DailyDialog,R3\guide_2_conversation_J.txt,2,It would probably not be a good place to go for someone that is claustrophobic as the canyon walls are really narrow and you cannot leave on your own if you get uncomfortable you must stay with your guide.,that would probably not be the place to go if you are claustrophobic as the canyon walls are really narrow. you cannot leave instantly on your own if you get uncomfortable you must stay with your guide.,leave on,leave instantly on
DailyDialog,R3\guide_2_conversation_J.txt,2,It would probably not be a good place to go for someone that is claustrophobic as the canyon walls are really narrow and you cannot leave on your own if you get uncomfortable you must stay with your guide.,that would probably not be the place to go if you are claustrophobic as the canyon walls are really narrow. you cannot leave instantly on your own if you get uncomfortable you must stay with your guide.,", and you can",. you can
DailyDialog,R3\guide_2_conversation_J.txt,1,Hello..,hello. how can i help you today?,hello..,hello. how can i help you today?
DailyDialog,R3\guide_2_conversation_J.txt,2,It would probably not be a good place to go for someone that is claustrophobic as the canyon walls are really narrow and you cannot leave on your own if you get uncomfortable you must stay with your guide.,that would probably not be the place to go if you are claustrophobic as the canyon walls are really narrow. you cannot leave instantly on your own if you get uncomfortable you must stay with your guide.,it would probably,that would probably
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,you are ,you're 
DailyDialog,R3\guide_3_conversation_A.txt,1,Hello. what can I help you with today?,hello. how can I help you today?,what can i help you with,how can I help you
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,about the bus tour,when you take the bus tour
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,in the park,
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,about the car,
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,take the bus tour,take the bus
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,they do have a wild ride bus tour option scheduled,you should ride the bus they have scheduled
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,what's really nice,what i like
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,they will talk to you about,you will hear about
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,they have scheduled,that are scheduled
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,", but if you",. if you
DailyDialog,R3\guide_3_conversation_A.txt,2,We don't have any zoos in northern Arizona. The closest you'll find is Bearizona in Williams 30 minutes west of Flagstaff which is a drive through wildlife park.,we don't have any zoos in northern arizona. the closest you'll find is bearizona a drive through wildlife park in williams 30 minutes west of flagstaff.," in williams, 30 minutes west of flagstaff, which is a drive through wildlife park.",", a drive through wildlife park in williams, 30 minutes west of flagstaff."
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,if you're concerned ,"if that concerns you, "
DailyDialog,R3\guide_3_conversation_A.txt,3,Yes it is but if you are concerned about the car they do have a Wild Ride Bus Tour option scheduled a couple times a day. What's really nice about the bus tour is that they will talk to you about the animals that you see in the park.,yes it is. if that concerns you you should ride the bus that are scheduled a couple times a day. what i like when you take the bus is that you will hear about the animals that you see .,  , 
DailyDialog,R3\guide_3_conversation_E.txt,3,I would also go to the Grand Canyon and make a trip to Sedona while you are in the area.,i'd also visit the grand canyon and make a trip to sedona while you're here.,you are ,you're 
DailyDialog,R3\guide_3_conversation_E.txt,6,That is a quicker pace suggestion; some people like to take more time.,i'm giving you a quicker pace tip; you may like to take more time.,that is ,that's 
DailyDialog,R3\guide_3_conversation_E.txt,3,I would also go to the Grand Canyon and make a trip to Sedona while you are in the area.,i'd also visit the grand canyon and make a trip to sedona while you're here.,i would,i'd
DailyDialog,R3\guide_3_conversation_E.txt,4,I would give yourself at least 2 hours at the Museum go to Lowell for two hours and then come back in the evening for stargazing and about 3 hours at Wupatki/Sunset Crater and 2 hours at Walnut Canyon.,i'd give yourself at least 2 hours at the museum then you visit the lowell for two hours and come back later when the stargazing starts and about 3 hours at wupatki/sunset crater and 2 hours at walnut canyon afterwards.,i would,i'd
DailyDialog,R3\guide_3_conversation_E.txt,5,If you like hiking I would give yourself a full day at Grand Canyon  and at Sedona. If it's not half a day for each.,do you like hiking? i'd give yourself a day to see the grand canyon and sedona. otherwise you can do half a day each.,i would,i'd
DailyDialog,R3\guide_3_conversation_E.txt,1,Hello. Do you have 3 full days in Flagstaff or will that also involve side trips to perhaps Sedona Grand Canyon etc.,hello. do you have 3 days here or will you also include trips to perhaps sedona grand canyon etc.,full days,days
DailyDialog,R3\guide_3_conversation_E.txt,1,Hello. Do you have 3 full days in Flagstaff or will that also involve side trips to perhaps Sedona Grand Canyon etc.,hello. do you have 3 days here or will you also include trips to perhaps sedona grand canyon etc.,side trips,trips
DailyDialog,R3\guide_3_conversation_E.txt,5,If you like hiking I would give yourself a full day at Grand Canyon  and at Sedona. If it's not half a day for each.,do you like hiking? i'd give yourself a day to see the grand canyon and sedona. otherwise you can do half a day each.,i'd give yourself a full day,i'd give yourself a day
DailyDialog,R3\guide_3_conversation_E.txt,3,I would also go to the Grand Canyon and make a trip to Sedona while you are in the area.,i'd also visit the grand canyon and make a trip to sedona while you're here.,also go to the grand,also visit the grand
DailyDialog,R3\guide_3_conversation_E.txt,5,If you like hiking I would give yourself a full day at Grand Canyon  and at Sedona. If it's not half a day for each.,do you like hiking? i'd give yourself a day to see the grand canyon and sedona. otherwise you can do half a day each.,for each,each
